"station","lng","lat"
"Gandy Bridge, 0.5 mi N of",-82.588,27.8857
"Courtney Campbell Causeway, 0.5 mi S of",-82.6549,27.95862
"Gandy Bridge, 0.5 mi S of",-82.55458,27.88182
"Rocky Point, 0.75 mi E of",-82.58506,27.96135
"Mobbly Bay",-82.63959,28.01417
"Philippe Park, Safety Harbor",-82.6759,28.0095
"Courtney Campbell Causeway, West end, South side",-82.69563,27.96118
"Tampa Bay",-82.58579,27.90972
"Tampa Bay",-82.5658,27.89681
"Tampa Bay",-82.54659,27.87864
"Tampa Bay",-82.57281,27.82603
"Tampa Bay",-82.62208,27.7446
"Tampa Bay",-82.62963,27.69688
"Tampa Bay",-82.64035,27.642
"Tampa Bay",-82.59826,27.6361
"Tampa Bay",-82.53481,27.69521
"Tampa Bay",-82.50996,27.72534
"Tampa Bay",-82.51501,27.7901
"Courtney Campbell Causeway, West Beach, South side",-82.69241,27.95643
"Bayboro Harbor (BH)",-82.6247,27.7525
"1 mi E of Coquina Key (Tampa Bay)",-82.61246,27.73082
"1.5 mi W of the Skyway (Tampa Bay)",-82.67751,27.61333
"2 mi S of Pinellas Point (Tampa Bay)",-82.63076,27.66955
"1 mi N of the Howard Franklin Bridge (Old Tampa Bay)",-82.61768,27.93127
"1 mi S of the Courtney Campbell Causeway (Old Tampa Bay)",-82.63171,27.94952
"1.5 mi E of Snell Isle (Tampa Bay)",-82.57871,27.79345
"N of the Gandy Bridge (Tampa Bay)",-82.58291,27.88078
"2 mi E of Snell Isle",-82.57888,27.79182
"1 mi E of Coquina Key",-82.6116,27.73212
"2.5 mi SW of Skyway",-82.6979,27.61347
"2 mi N of Skyway",-82.62608,27.63928
"1.5 mi N of Gandy Bridge",-82.57278,27.90268
"Gandy Bridge, 0.5 mi S of",-82.55996,27.87683
"Courtney Campbell Causeway, West end, South side",-82.69994,27.96053
"Courtney Campbell Causeway, mid span, south side, west",-82.69563,27.96119
"Teco, Big Bend",-82.402,27.793
"Carabay Community Pier 2980 Haines Bayshore Rd. Clearwater",-82.71471,27.93224
"06",-82.59192,27.6859
"Outside Skyway Bridge",-82.69568,27.61502
"Egmont Key",-82.73761,27.60455
"Tampa Bay-St. Pete Pier, 2.21 mi E of",-82.57996,27.77242
"Albert  Whitted Airport, 1.95 mi E of",-82.58731,27.761
"Weedon island",-82.57688,27.85548
"Venetian Island, Mermaid Pt.",-82.57151,27.81693
"Snell Isle, 2.07 E of",-82.5775,27.81187
"Snell Isle, 2.53 mi E of",-82.56878,27.81212
"Tampa Bay-Snell Isle, 2.19 mi E of",-82.57146,27.80158
"Clambar Bayou",-82.6466,27.5325
"Davis Island west side, Site 1",-82.46338,27.91792
"Davis Island west side, Site 1, bottom",-82.46338,27.91792
"Howard Franklin Bridge, mid span, Site 2 surface",-82.5887,27.92877
"Howard Franklin Bridge, mid span, Site 2 bottom",-82.5887,27.92877
"Palmetto Pier and Boat Ramp",-82.5756,27.5099
"Hillsborough Bay-North Spoil Island",-82.4278,27.88692
"Tampa Bay, FIM",-82.67913,27.93083
"Safety Harbor, cyst collection site",-82.67318,28.00072
"Safety Harbor, site 1",-82.66952,28.00275
"Safety Harbor, site 2",-82.6746,28.00278
"Tampa Bay, Body A",-82.5954,27.97927
"Hillsborough River: TBM100146-08",-82.47336,27.98412
"USF Cruise Station 1",-82.60863,27.75767
"USF Cruise Station 2",-82.6374,27.6228
"USF Cruise Station 6-2",-82.4101,27.85138
"Hillsborough Bay, north of Catfish Point",-82.46859,27.8589
"Hillsborough Bay, west of Bullfrog Creek",-82.4131,27.8281
"Hillsborough Bay, SW Davis Island",-82.4632,27.90889
"Hillsborough Bay, Cut C Chanel",-82.43139,27.8493
"Hillsborough Bay, Hookers Point",-82.4382,27.89699
"Hillsborough Bay, mouth of Alafia River",-82.4093,27.8524
"Old Tampa Bay, Imperial Cove, 1.6 mi E of",-82.69429,27.9456
"Old Tampa Bay, Booth Point, S of",-82.6593,27.9904
"Old Tampa Bay, Howard Frankland Bridge, mid-span",-82.5873,27.9291
"St. Pete/Clearwater Airport, NE of",-82.68139,27.92937
"Old Tampa Bay, Gandy Bridge, 1.5 mi N of",-82.592,27.9002
"Old Tampa Bay, Cooper Point, N of",-82.68329,27.9794
"Old Tampa Bay, Big Island, 1.3 mi N of",-82.6397,27.9278
"Old Tampa Bay, Bayview, SE of",-82.70224,27.95541
"Old Tampa Bay, Double Branch Bay, S of",-82.63159,27.9899
"Albert Whitted Airport, SE of",-82.5718,27.7511
"Little Manatee River, west of mouth",-82.53379,27.7238
"Little Manatee River, west of mouth",-82.4987,27.729
"Apollo Beach front",-82.42801,27.78573
"Apollo Beach, west of",-82.5203,27.77799
"Smacks Bayou, east of",-82.5707,27.79319
"Howard Frankland Bridge, south",-82.58148,27.92649
"Gandy Bridge, center, N",-82.5775,27.8818
"Howard Frankland Bridge, main span, N",-82.5873,27.9291
"Feather Sound",-82.6397,27.9278
"Bayside Bridge, East Side",-82.69429,27.9456
"Rocky Point",-82.56242,27.96888
"Safety Harbor",-82.68329,27.9794
"Upper Tampa Bay",-82.6593,27.9904
"Btwn Howard Frankland/Gandy Bridges",-82.56247,27.90816
"Gandy Boat Ramp",-82.53297,27.89208
"C. Campbell Cswy W. Southside Beach",-82.69892,27.96075
"Sunshine Skyway, end of S causeway",-82.63142,27.59069
"Joe Island, 0.57 mi NW of",-82.6055,27.632
"Moody Point, 3 mi W of, Lower Tampa Bay",-82.5828,27.6471
"Mead Point, Perico Bayou",-82.6803,27.526
"Paradise Island, 1.6 miles NW of, Lower Tampa Bay",-82.62896,27.5943
"Joe Island, 0.12 miles S of",-82.60049,27.58758
"Port of St. Petersburg",-82.63261,27.76166
"E01",-82.69957,27.59934
"E02",-82.622,27.63407
"E03",-82.55514,27.69435
"E03 Dup.",-82.55514,27.69435
"E05",-82.52056,27.78351
"E06",-82.57221,27.7898
"E08",-82.6104,27.731
"E09",-82.60828,27.68021
"E09 Dup.",-82.60828,27.68021
"Fogartyville, Manatee River",-82.59116,27.50279
"Anna Maria Island, E of",-82.704,27.5298
"Boyd Bridge, Terra Ceia Bay",-82.57065,27.56848
"Mullet Key, N of, Bunces Pass",-82.73861,27.64738
"Coquina Key, 3.91 miles E of, Tampa Bay",-82.55861,27.73444
"Rod and Reel Fishing Pier, Lower Tampa Bay",-82.7402,27.5385
"Rocky Point, 1.6 mi SW of, Old Tampa Bay",-82.59391,27.94762
"Lower Tampa Bay",-82.70039,27.59907
"Lower Tampa Bay",-82.62231,27.63395
"Tampa Bay",-82.55497,27.69442
"Old Tampa",-82.52089,27.78255
"Old Tampa",-82.57028,27.78995
"Tampa Bay",-82.61065,27.73141
"Tampa Bay",-82.60654,27.68174
"Apollo Beach, NE of",-82.40356,27.79675
"Winn Road, 0.1 miles S of, Alafia River",-82.31005,27.8735
"Harbor Key, 1.7 miles NW of, Lower Tampa Bay",-82.59066,27.632
"Tampa Bay",-82.52089,27.78255
"Tampa Bay",-82.57028,27.78995
"Lower Tampa Bay",-82.60654,27.68174
"Skyway Fishing Pier; North",-82.6656,27.6325
"Mead Point; N of",-82.688,27.53236
"Anna Maria Island; NE of",-82.7216,27.542
"Joe Bay",-82.6003,27.5873
"Mead Point; Perico Bayou",-82.68395,27.51477
"School Key; Lower Tampa Bay",-82.704,27.52983
"Paradise Island; 1.6 miles NW of; Lower Tampa Bay",-82.63128,27.59378
"Anna Maria Island, E of, Lower Tampa Bay",-82.7216,27.542
"Joe Island; 0.57 miles NW of",-82.6055,27.5967
"Big Island; 2.2mi E of (Old Tampa Bay)",-82.6046,27.9055
"S. Skyway Causeway; south end (Lower Tampa Bay)",-82.62133,27.58653
"Harbor Key; 1.7 miles NW of; Lower Tampa Bay",-82.59066,27.632
"East Anna Maria Island (Lower Tampa Bay)",-82.73457,27.54108
"Cow and Calf Key (Boca Ciega Bay)",-82.68963,27.67997
"Conception Key; NE of (Boca Ciega Bay)",-82.68505,27.6468
"Mullet Key Bridge (Bunces Pass)",-82.71608,27.6499
"Sunshine Skyway (Boca Ciega Bay)",-82.66353,27.67922
"Pine Key; 0.44 miles S of (Hillsborough Bay)",-82.44603,27.80027
"Abercrombie Park (Boca Ciega Bay)",-82.75803,27.80753
"Snell Isle; 2.2 mi E of (Middle Tampa Bay)",-82.57174,27.79001
"Mullet Key; 1.8 mi S of (Lower Tampa Bay)",-82.69999,27.59912
"North Skyway Fishing Pier; 2.7 mi E of (Lower Tampa Bay)",-82.62224,27.63399
"Beacon Key; 2.7 mi W of (Middle Tampa Bay)",-82.57993,27.67979
"Snake Key; 1.7 mi NW of (Middle Tampa Bay)",-82.55495,27.69413
"Sand Key; 2.2 mi NW of (Middle Tampa Bay)",-82.52999,27.73064
"Mac Dill AFB; 3.2 mi S of (Middle Tampa Bay)",-82.52044,27.78369
"Coquina Key; E of (Middle Tampa Bay)",-82.61248,27.73107
"Pinellas Point; 2.5 mi SE of (Middle Tampa Bay)",-82.60724,27.68113
"Tropical Shores; E of (Tampa Bay)",-82.616,27.748
"Lassing Park; E of (Tampa Bay)",-82.607,27.757
"Mullet Key Bayou; N of (Bunces Pass)",-82.72145,27.64922
"N. Skyway Rest Area (Bunces Pass)",-82.67635,27.66012
"St. Pete Pier; 1.08 mi SE of (Tampa Bay)",-82.60416,27.77111
"North Shore Pool Beach (Middle Tampa Bay)",-82.6248,27.7822
NA,-82.59667,27.58767
NA,-82.7,27.5991
NA,-82.6222,27.634
NA,-82.5799,27.6798
NA,-82.53,27.7306
NA,-82.5204,27.7837
NA,-82.6125,27.7311
NA,-82.6072,27.6811
"Pass-a-Grille",-82.73861,27.68694
"Tarpon Key; 4.6 mi E of (Tampa Bay)",-82.6029,27.6603
"Snake Key; 3.2 mi W of (Tampa Bay)",-82.5856,27.6803
"Harborage Marina; dock (Bayboro Harbor)",-82.63484,27.76047
"MacDill Airforce Base Pier; NE of (Tampa Bay)",-82.48152,27.85618
"MacDill Airforce Base Pier (Hillsborough Bay)",-82.48161,27.8561
"MacDill Airforce Base Shore (Hillsborough Bay)",-82.48238,27.85602
"St. Pete Beach Community Center Dock",-82.74802,27.74502
"MacDill Air Force Base; S of (Tampa Bay)",-82.53665,27.79938
"School Key; 1.6 mi N of (Tampa Bay)",-82.71243,27.54947
"Liles St.; E of (Terra Ceia Bay)",-82.58442,27.56673
"FWRI Pier (Bayboro Harbor)",-82.63383,27.76064
"MacDill Air Force Base Pier (Hillsborough Bay)",-82.48141,27.85576
"Phantom Blvd.; NE end of (Hillsborough Bay)",-82.47744,27.85138
"30th Avenue S; S of",-82.71467,27.7398
"MacDill AFB Pier (Hillsborough Bay)",-82.4814,27.8557
"Phantom Blvd; NE end of (Hillsborough Bay)",-82.4774,27.8513
"Palma Ceia Spring Park; SE of (Hillsborough Bay)",-82.4853,27.91872
"Simmons Park; N of (Middle Tampa Bay)",-82.47417,27.75113
"Gandy Bridge; S of (Old Tampa Bay)",-82.55069,27.88414
"TECO Discharge Canal",-82.4125,27.79309
"Manatee Viewing Platform, TECO Power Plant",-82.40157,27.79318
"TECO Discharge Canal; mouth of",-82.41847,27.79444
"Apollo Beach, 0.3 mi NW of",-82.42426,27.7938
"Warner West Bayou",-82.6258,27.5054
"School Key, 1.6 miles W of",-82.6813,27.52527
"Emerson Bayou",-82.6471,27.5327
"Perico Bayou",-82.6886,27.50535
"Joe Island",-82.5927,27.59457
"Little Bird Key",-82.6203,27.5422
"Champlain Bayou, .83 miles W of",-82.5929,27.5354
"Peterson Bayou; NW of",-82.5891,27.55772
"Beacon Key; SW of",-82.5441,27.6619
"Port Manatee; W of",-82.5694,27.63372
"Custer Bayou",-82.5939,27.57803
"Passage Key, 1.3 mi E of",-82.7256,27.56055
"Passage Key, 2.5 mi E of",-82.7038,27.55088
"Rattlesnake Key; NW of",-82.6438,27.56467
"Bay Palms Golf Complex; E of (Hillsborough Bay)",-82.4697,27.83591
"Snell Isle; 1.65 miles E of",-82.5796,27.79513
"MacDill; 2.2 miles S of",-82.5095,27.79645
"TECO; 2.12 miles W of",-82.4469,27.7914
"Pelican Cove; 0.49 miles NW of",-82.4799,27.75402
"Pelican Cove; 1.32 miles NW of",-82.4986,27.75532
"Saint Petersburg; 4.77 miles E of",-82.547,27.75334
"Saint Petersburg; 1.47 miles E of",-82.6022,27.75393
"TECO outfall channel",-82.41502,27.79297
"Coquina Key; 3.88 miles E of",-82.5633,27.71796
"Beacon Key; 2.38 miles W of",-82.58,27.6817
"Pinellas Point; 2.94 miles S of",-82.6342,27.66056
"Port Manatee; 2.13 miles W of",-82.5955,27.6355
"Green Key; 1 mile N of",-82.398,27.83405
"Port Manatee; 0.94 miles SW of",-82.57277,27.62204
"Paradise Key; 0.46 miles W of",-82.53096,27.68935
"TECO discharge canal; W of (Tampa Bay)",-82.4188,27.79463
"TECO discharge canal; 1.3 mi W of (Tampa Bay)",-82.43643,27.79463
"MacDill AFB; Bayshore Blvd and Tampa Point Blvd (Hillsborough Bay)",-82.47765,27.85137
"MacDill AFB; Bayshore Blvd and Golf Course Ave (Hillsborough Bay)",-82.46994,27.83501
"Golf Course Ave; E end of (Hillsborough Bay)",-82.46996,27.83502
"Joe Island; N of (Lower Tampa Bay)",-82.59584,27.59515
"Vinoy Park Seawall",-82.6168,27.76689
"MacDill Air Force Base Gate (Hillsborough Bay)",-82.48836,27.86454
"MacDill AFB Command Center (Tampa Bay)",-82.48765,27.86336
"Gulf to Bay Blvd; N of (Old Tampa Bay)",-82.673,27.972
"R.E. Olds Park; SW of (Safety Harbor)",-82.675,28.02
"Gulf to Bay Blvd; 1.5 mi S of (Old Tampa Bay)",-82.675,27.942
"Joe Island; N of (Lower Tampa Bay)",-82.59143,27.59722
"Egmont Key; 2.5 mi E of",-82.71915,27.59043
"Boca Ciega Isle",-82.73048,27.725
"Joe Island; W of",-82.60283,27.58897
"Tampa Point Blvd.; NE of (Hillsborough Bay)",-82.47764,27.85138
"Golf Course Ave.; E of (Hillsborough Bay)",-82.46992,27.83499
"Indian Shores ICW",-82.84659,27.86379
"Joe Island; NNW of (Lower Tampa Bay)",-82.59143,27.59722
"Treasure Island Beach",-82.76666,27.75831
"Cypress Point Park (Old Tampa Bay)",-82.54667,27.95086
"Courtney Campbell Causeway Boat Ramp (Old Tampa Bay)",-82.59973,27.9724
"Golf Couse Ave; E end of (Hillsborough Bay)",-82.46996,27.83502
"Whale Island; 1.4 mi E of (Tampa Bay)",-82.6707,27.662
"Sister Key; 1.0 mi E of (Tampa Bay)",-82.7149,27.6505
"Joe Island; N of (Lower Tampa Bay)",-82.58817,27.59167
"Ben T. Davis Beach (Courtney Campbell Causeway)",-82.58108,27.97125
"McDill AFB Bayshore and Viper Drive (Hillsborough Bay)",-82.46996,27.84503
"McDill AFB Bayshore and Memorial Way (Hillsborough Bay)",-82.48501,27.85858
"Gandy Bridge; NE of (Old Tampa Bay)",-82.56222,27.88722
"Courtney Campbell Causeway; NE of (Old Tampa Bay)",-82.62306,27.97194
"Viper Drive; E end of (Hillsborough Bay)",-82.46991,27.84491
"Ben T. Davis Beach (Courtney Campbell Cswy)",-82.5811,27.9712
"Emergency Drive; E end of (Hillsborough Bay)",-82.4694,27.84242
"Viper Drive; end of (Hillsborough Bay)",-82.46995,27.84504
"High Point; 4 mi NE of (Old Tampa Bay)",-82.6522,27.9427
"Albert Whitted Airport;  NE of (Old Tampa Bay)",-82.6205,27.763
"Albert Whitted Airport; NE of (Old Tampa Bay)",-82.6205,27.763
"Golf Course Avenue; E of (Hillsborough Bay)",-82.4699,27.835
"Viper Drive; E of (Hillsborough Bay)",-82.4699,27.8449
"Golf Course Avenue; E of (Hillsborough Bay)",-82.46992,27.83499
"Viper Drive; E of (Hillsborough Bay)",-82.46995,27.84504
"Feather Sound; 2.9 mi N of (Old Tampa Bay)",-82.6796,27.9423
"Phillippe Park; NE of (Old Tampa Bay)",-82.6763,28.0196
"Viper Drive; E end of (Hillsborough Bay)",-82.4699,27.845
"Golf Course Ave; E end of (Hillsborough Bay)",-82.4699,27.8349
"Golf Course Avenue; E end of (Hillsborough Bay)",-82.4699,27.8349
"Golf Course Avenue; E end of (Hillsborough Bay)",-82.4699,27.845
"C. Campbell Cswy: 1.5 mi S of (Old Tampa Bay)",-82.58106,27.91291
"Big Island; 3.1 mi E of (Old Tampa Bay)",-82.58106,27.91291
"Golf Course Avenue; E of (Hillsborough Bay)",-82.46997,27.83497
"Viper Drive; E of (Hillsborough Bay)",-82.46991,27.84489
"Thirteenth Street SE; canal N of",-82.72414,27.67503
"Viper Drive; E end of (Hillsborough Bay)",-82.46993,27.84488
"Golf Course Ave; E end of (Hillsborough Bay)",-82.46992,27.83504
"Fort Desoto Beach (Mullet Key)",-82.7367,27.6176
"Keystone Court; W of (Boca Ciega Bay)",-82.75671,27.79637
"51st Ave NE; canal N of",-82.61172,27.81933
"Coquina Key Park (Middle Tampa Bay)",-82.63159,27.73825
"Port Manatee, W of",-82.57156,27.62737
"Skyway South Causeway; 2.4 miles N of (Tampa Bay)",-82.57868,27.62411
"Coquina Key; 2.0 mi SE of (Tampa Bay)",-82.61,27.70918
"MacDill AFB; 2.6 mi S of (Tampa Bay)",-82.5365,27.80924
"Safety Harbor; 1.3 mi SE of (Tampa Bay)",-82.6736,27.98117
"Snake Key; 1.7 mi W of (Tampa Bay)",-82.5598,27.68375
"Bird Key; 2.9 mi NW of (Tampa Bay)",-82.5185,27.74779
"Indian Key; W of",-82.6837,27.70322
"Soldier Hole; Ft. De Soto County Park (Mullet Key Bayou)",-82.73442,27.62159
"Manatee County Port Authority  (Tampa Bay)",-82.5615,27.6336
"Golf Course Ave; E of (Hillsborough Bay)",-82.46989,27.83502
"Viper Drive; E of (Hillsborough Bay)",-82.46984,27.84484
"Johns Pass",-82.7805,27.7836
"Hillsborough River",-82.47243,27.96216
"MacDill AFB Marina; S of (Middle Tampa Bay)",-82.48473,27.82011
"Johns Pass Bridge (Boca Ciega Bay)",-82.78254,27.78297
"South Skyway Causeway (Lower Tampa Bay)",-82.6044,27.5854
"West Flamingo Road; W of (Old Tampa Bay)",-82.5315,27.90456
"North Skyway Fishing Pier; 2.4 mi E of (Lower Tampa Bay)",-82.62817,27.63657
"Egmont Key; 4.4 mi E of (Lower Tampa Bay)",-82.68892,27.58763
"North Skyway Fishing Pier; 1.8 mi E of (Lower Tampa Bay)",-82.64018,27.64068
"Courtney Campbell Causeway Boat Ramp (Old Tampa Bay)",-82.61125,27.97239
"South Causeway",-82.6044,27.5854
"Joe Island; N of (Lower Tampa Bay)",-82.5912,27.5955
"Snake Island; SW of",-82.59569,27.84398
"Big Island; 0.5 miles S of",-82.63824,27.89693
"Camp Key; 3.59 mi W of (Middle Tampa Bay)",-82.57859,27.70032
"South Skyway Rest Area",-82.6181,27.5862
"Don CeSar Boat Ramp",-82.73582,27.70849
"Little Bird Key; 0.5 miles E of",-82.61287,27.53945
"Joe Island; N of (Lower Tampa Bay)",-82.5958,27.5957
"South Skyway Rest Area (Lower Tampa Bay)",-82.6181,27.5862
"Demen''s Landing; W of",-82.62821,27.77146
"South Skyway Rest Stop (Lower Tampa Bay)",-82.6181,27.5862
"Port Manatee; 1.4 mi S of (Bishop Harbor)",-82.56259,27.60767
"Canal behind Palms of Pasadena Hospital",-82.74134,27.75182
"Demens Landing Boat Ramp (Lower Tampa Bay)",-82.6281,27.77143
"Vinoy Park; 1 mi E of (Middle Tampa Bay)",-82.60854,27.77872
"Brightwaters Blvd NE; S of (Middle Tampa Bay)",-82.62533,27.79114
"Ross Island; 1.3 mi E of (Middle Tampa Bay)",-82.5707,27.82688
"MacDill Airforce Base; 1.5 mi S of (Middle Tampa Bay)",-82.50029,27.80504
"Teco Big Bend Station; 1.5 mi W of (Hillsborough Bay)",-82.437,27.79848
"Mangrove Point; 3.9 mi W of (Middle Tampa Bay)",-82.54458,27.74334
"Coquina Key; 3.52 mi SE of",-82.5878,27.68819
"Skyway Bridge; 1.57 mi NE of",-82.62864,27.62671
"Passage Key; 2.59 mi E of",-82.69944,27.57659
"Sun Island Drive S; E of (Boca Ciega Bay)",-82.74438,27.75234
"45th Street S; W of (Boca Ciega Bay)",-82.70117,27.72821
"Pine Key; W of (Pass-a-Grille Channel)",-82.731,27.69058
"Little Redfish Creek; 1.1 mi NW of (Lower Tampa Bay)",-82.5782,27.6326
"S. Skyway Causeway; S of (Lower Tampa Bay)",-82.6151,27.5816
"TECO discharge canal",-82.41514,27.79387
"Capri Isle; E of (Boca Ciega Bay)",-82.7578,27.78444
"MacDill Airforce Base Pier by Pavilion by Rocks (Hillsborough Bay)",-82.48106,27.85537
"McDill AFB Bayshore and Viper Drive (Hillsborough Bay)",-82.47,27.845
"Stuart Causeway; NW of (Boca Ciega Bay)",-82.798,27.8099
"Curtis Hixon Park (Hillsborough River)",-82.4632,27.9491
"Kingfish Boat Ramp",-82.70021,27.49739
"Duhme Road; SW of (ICWW)",-82.79297,27.8115
"Key Capri; N of (Johns Pass)",-82.77862,27.78436
"Tampa Museum of Arts; SW of (Hillsborough River)",-82.46315,27.94905
"School Key; 1.9 mi E of (Lower Tampa Bay)",-82.68012,27.53227
"37th Ave; E of (Boca Ciega Bay)",-82.73632,27.71324
"Sunshine Skyway Bridge; W of (Lower Tampa Bay)",-82.68215,27.68819
"150th Avenue Bridge (Boca Ciega Bay)",-82.79485,27.80695
"Cockroach Bay Preserve State Park; N of (Middle Tampa Bay)",-82.4923,27.72125
"Zemke Ave; E of (Hillsborough Bay)",-82.48687,27.86136
"Zemke Ave; E. end of (Hillsborough Bay)",-82.4868,27.8613
"MacDill, AFB Pier (Hillsborough Bay)",-82.4814,27.8557
"Pardee Key; E of (Lower Tampa Bay)",-82.72205,27.6727
"21st Avenue SE; E of (Tampa Bay)",-82.62947,27.74939
"Zemke Ave; E end of (Hillsborough Bay)",-82.4868,27.8613
"Ben T. Davis Beach (Old Tampa Bay)",-82.57389,27.96861
"Azalea Court; N of (Hillsborough Bay)",-82.48143,27.85575
"178th Avenue; E of (Boca Ciega Bay)",-82.82945,27.82813
"Punkin Key; S of (Boca Ceiga Bay)",-82.8268,27.8312
"Bay Point Drive; N of (Boca Ceiga Bay)",-82.7878,27.8046
"Azalea Court; Pier N of (Hillsborough Bay)",-82.4814,27.8557
"Azalea Court; N of (Hillsborough Bay)",-82.4814,27.8558
"Zemke Blouelvard; E of (Hillsborough Bay)",-82.4781,27.8613
"North Shore Park (Old Tampa Bay)",-82.62624,27.77698
"Zemke Avenue; E of (Hillsborough Bay)",-82.48708,27.86138
"Azalea Court; N of (Hillsborough Bay)",-82.48166,27.85569
"Bunker Hill Island; 2.1 mi N of (Old Tampa Bay)",-82.6499,27.94851
"Azalea Court; N of (Hillsborough Bay)",-82.48135,27.85581
"Zemke Avenue; E of (Hillsborough Bay)",-82.48695,27.86126
"Azalea Court; N of (Hillsborough Bay)",-82.48158,27.85567
"Howard Frankland Bridge; N of (Old Tampa Bay)",-82.62464,27.92114
"Snell Isle; E of (Middle Tampa Bay)",-82.59973,27.79032
"MacDill AFB Marina",-82.48425,27.82161
"Sunshine Skyway Bridge; W of (Lower Tampa Bay)",-82.67856,27.67769
"Regatta Pointe Marina (Manatee River)",-82.57566,27.50974
"West Fair Oaks Avenue; W of (Old Tampa Bay)",-82.536,27.9009
"Picnic Island Boat Ramp (Old Tampa Bay)",-82.55191,27.85782
"Rattlesnake Key; 1.3 mi W of (Lower Tampa Bay)",-82.64667,27.56333
"Picnic Island (Old Tampa Bay)",-82.54593,27.85336
"Regatta Pointe Marina Boat Ramp (Manatee River)",-82.57393,27.51177
"Dick Misener Bridge; E of (Lower Tampa Bay)",-82.67485,27.692
"Anna Maria City Pier; E of (Lower Tampa Bay)",-82.72847,27.53513
"Anna Maria City Pier; NW of (Lower Tampa Bay)",-82.73303,27.53815
"S Bay Boulevard; N of (Lower Tampa Bay)",-82.73303,27.53815
"Spring Avenue; NE of (Lower Tampa Bay)",-82.72847,27.53513
"Harbor Key; S of (Bishop Harbor)",-82.57042,27.60669
"Causeway Boat Ramp; 0.9 mi W of (Old Tampa Bay)",-82.62588,27.97035
"61st Street West; W of (Miguel Bay)",-82.60026,27.56908
"West Bay to Bay Boulevard; E of (Hillsborough Bay)",-82.49018,27.91925
"West Bay to Bay Boulevard; SE of (Hillsborough Bay)",-82.48972,27.9191
"54th Street S; pier at end of (Boca Ciega Bay)",-82.70662,27.73627
"Coquina Key; 3.3 mi SE of (Middle Tampa Bay)",-82.5885,27.68869
"South Skyway Rest Area;  3.4 mi N of (Lower Tampa Bay)",-82.62892,27.63279
"South Skyway Fishing Pier;  1.5 mi W of (Lower Tampa Bay)",-82.66376,27.59373
"Causeway Boat Ramp; S of (Old Tampa Bay)",-82.61108,27.96405
"Elbow Bend Road; N of (Alafia River)",-82.33653,27.86251
"Phillipe Point; E of (Safety Harbor)",-82.66725,28.0049
"South Cunningham Key Park; W of (Lower Tampa Bay)",-82.71757,27.65178
"Conception Key (Lower Tampa Bay)",-82.6969,27.64163
"Walter and Bert Williams Fishing Pier (Boca Ciega Bay)",-82.7065,27.73751
"Sunshine Skyway Lane South; E of (Tampa Bay)",-82.6753,27.6554
"Damascus Road; SW of (Old Tampa Bay)",-82.6987,27.9605
"North Bayshore Boulevard; E of (Cooper Bayou)",-82.6969,27.9732
"Isle of Palms; E of (Boca Ciega Bay)",-82.77082,27.77567
"Lassing Park; E of (Tampa Bay)",-82.61461,27.74976
"Pinellas Point Park; S of (Tampa Bay)",-82.65939,27.69648
"Bay Vista Boat Ramp (Tampa Bay)",-82.63977,27.70369
"Aquatel Resort; N of (Manatee River)",-82.41438,27.51893
"needs name (Lower Tampa Bay)",-82.6396,27.6443
"Beacon Key; 3.7 mi W of (Lower Tampa Bay)",-82.59686,27.6667
"Little Bayou; 1.2 E of (Lower Tampa Bay)",-82.61056,27.71976
"Rattlesnake Key; NW of (Lower Tampa Bay)",-82.6294,27.5643
"Ed''s Key; SW of (Miguel By)",-82.612,27.571
"Fort Desoto Boat Ramp; W of (Bunces Pass)",-82.71744,27.64605
"123rd Avenue Boat Launch (Boca Ciega Bay)",-82.7785,27.7789
"Ft DeSoto Kayak Launch (Soldier Hole)",-82.72934,27.61745
"Park Street (Long Bayou)",-82.75722,27.80291
"123 Avenue Boat Launch; E of (Boca Ciega Bay)",-82.77845,27.77889
"Maximo Beach",-82.68282,27.70957
"Windward Point; N of (Old Tampa Bay)",-82.63142,27.88916
"55th Avenue; NW of (Boca Ciega Bay)",-82.7314,27.7366
"MarineMax (Boca Ciega Bay)",-82.73347,27.7548
"123rd Avenue; E of (Boca Ciega Bay)",-82.77848,27.77889
"Marine Max Marina; S of (Bear Creek)",-82.73347,27.7548
"50th Avenue East; N of (Boca Ciega Bay)",-82.7399,27.7255
"MacDill Air Force Base (Tampa Bay)",-82.53753,27.83969
"Maximo Beach (Sunshine Skyway Channel)",-82.68282,27.70957
"North Skyway Park; E of (Lower Tampa Bay)",-82.67195,27.6543
"Sunshine Skyway Bridge; E of (Lower Tampa Bay)",-82.67228,27.63302
"Cow and Calf Key; NE of (Main Channel)",-82.68403,27.68623
"Fort De Soto Boat Ramp (Mullet Key Bayou)",-82.71811,27.64535
"123rd Avenue Boat Ramp",-82.77843,27.77898
"MarineMax St. Perersburg Marina",-82.73347,27.7548
"123rd Avenue Boat Ramp (Boca Ciega Bay)",-82.77843,27.77898
"MarineMax St. Petersburg Marina (Bear Creek)",-82.73347,27.7548
"Macdill Air Force Base; 1.1 mi S of (Middle Tampa Bay)",-82.47837,27.80512
"SunTex Marina; canal W of",-82.67865,27.7142
"Mullet Key; E of (Tampa Bay)",-82.69535,27.6268
"MarineMax Marina (Bear Creek)",-82.73338,27.75493
"Wallace Cove, Eckerd College",-82.69099,27.71137
